p0,p1,post_mu2_gt_m1,H,pvalue1
0.706,0.294,0.857,0.605694469714336,0.942
0,1,0,0,1.97e-35
0.107,0.893,0.114,0.340196776971999,0.00325
0.123,0.877,0.134,0.372859970960925,0.00789
0.028,0.972,0.029,0.127719710761685,0.0007064
0.641,0.359,0.698,0.652840659628696,0.245
0,1,0,0,3.341e-13
0.723,0.277,0.789,0.590097562147457,0.418
0,1,0,0,8.842e-06
0,1,1,0,1.357e-12
0,1,1,0,6.269e-06
0,1,1,0,1.519e-24
0.448,0.552,0.952,0.687729389315267,0.0776
0.698,0.302,0.826,0.612549386006791,0.671
0.061,0.939,0.995,0.229710238291006,0.00163
0.618,0.382,0.753,0.665034739785572,0.56
0.453,0.547,0.483,0.688722651213499,0.062
0,1,0,0,1.128e-05
0,1,0,0,8.353e-20
0,1,0,0,2.643e-11
0,1,0,0,6.632e-19
0.73,0.27,0.819,0.583258840128597,0.55
0,1,1,0,3.66e-10
0,1,1,0,5.824e-36
0,1,0,0,1.043e-11
0.744,0.256,0.825,0.568831323279549,0.626
0.114,0.886,0.122,0.354797437629063,0.00649
0.103,0.897,0.105,0.331625084927744,0.00642
0,1,1,0,6.163e-31
0.718,0.282,0.916,0.594832334400964,0.465
0,1,0.999,0,1.267e-05
0,1,1,0,1.04e-06
0,1,1,0,3.408e-21
0,1,1,0,2.038e-33
0,1,0,0,3.362e-12
0.628,0.372,0.682,0.660011540650498,0.267
0,1,1,0,3.797e-31
0.019,0.981,0.998,0.0941213555443535,0.0002827
0.65,0.35,0.719,0.647446639034633,0.367
0.014,0.986,0.014,0.0736633107293249,0.0005022
0,1,0,0,5.361e-07
0,1,1,0,5.179e-42
0,1,0,0,5.036e-10
0.418,0.582,0.442,0.679638239607092,0.0589
0.002,0.998,1,0.0144272148621761,4.071e-05
0.693,0.307,0.952,0.616679231034265,0.309
0,1,0,0,4.758e-08
0.032,0.968,0.034,0.141627069608819,0.00107
0,1,1,0,2.73e-09
0.011,0.989,1,0.0605477370064927,0.00129
0,1,1,0,5.628e-09
0,1,1,0,2.179e-31
0.661,0.339,0.728,0.6403699544382,0.291
0.163,0.837,0.995,0.444611249250944,0.0116
0.013,0.987,0.013,0.0693716084142908,0.0005446
0.742,0.258,0.892,0.570954567642163,0.698
0,1,0,0,1.704e-19
0,1,0,0,4.138e-15
0,1,1,0,1.094e-19
0,1,0,0,5.271e-15
0.671,0.329,0.858,0.633468188072331,0.867
0,1,1,0,2.532e-41
0.487,0.513,0.511,0.692809142468311,0.0686
0.018,0.982,0.998,0.0901499225359206,0.000357
0,1,0,0,4.089e-27
0,1,1,0,3.444e-12
0,1,1,0,6.207e-16
0.632,0.368,0.866,0.657882660635157,0.588
0,1,1,0,5.977e-15
0,1,0,0,5.827e-12
0.627,0.373,0.732,0.660533047478153,0.407
0.041,0.959,0.999,0.171109283434043,0.0013
0,1,1,0,6.029e-13
0,1,0,0,0.0001026
0,1,1,0,0.0001786
0.711,0.289,0.784,0.60125386852754,0.544
0,1,0,0,1.533e-08
0,1,0,0,3.742e-05
0.112,0.888,0.119,0.350676497620039,0.00546
0,1,1,0,7.952e-58
0,1,0,0,2.912e-63
0,1,1,0,1.916e-08
0.603,0.397,0.969,0.67177650592283,0.135
0,1,1,0,2.307e-12
0,1,0,0,1.179e-06
0,1,0,0,3.076e-12
0,1,0,0,5.765e-19
0,1,1,0,3.169e-06
0,1,0,0,1.402e-48
0,1,0,0,1.32e-11
0.734,0.266,0.874,0.579239633843151,0.93
0,1,1,0,2.525e-11
0.387,0.613,0.982,0.667387217050714,0.0478
0,1,1,0,1.413e-11
0,1,1,0,1.122e-06
0.025,0.975,0.998,0.116906849137531,0.0007502
0.751,0.249,0.859,0.56123386328756,0.873
0,1,0,0,8.996e-30
0,1,0,0,4.853e-20
0,1,0,0,1.211e-57
0,1,0,0,8.76e-06
0.701,0.299,0.748,0.610014621727074,0.301
0,1,0,0,1.779e-06
0.735,0.265,0.844,0.578222058174353,0.889
0,1,0,0,1.818e-19
0.007,0.993,0.007,0.0417083585418935,5.391e-05
0,1,1,0,6.01e-17
0,1,0,0,2.573e-05
0,1,0,0,9.445e-16
0.691,0.309,0.763,0.618298206197274,0.353
0.77,0.23,0.935,0.53927634149705,0.493
0,1,1,0,4.786e-10
0.03,0.97,1,0.134742168179767,0.00105
0,1,1,0,2.822e-22
0.691,0.309,0.792,0.618298206197274,0.589
0,1,0,0,2.724e-11
0,1,1,0,1.188e-27
0,1,1,0,3.48e-08
0,1,0,0,5.875e-36
0.601,0.399,0.96,0.672604117987422,0.133
0,1,0,0,9.45e-07
0,1,1,0,5.749e-12
0.018,0.982,1,0.0901499225359206,0.0002703
0.646,0.354,0.736,0.64988769228922,0.387
0.716,0.284,0.94,0.596691595800532,0.376
0.621,0.379,0.686,0.663572455375207,0.269
0,1,0,0,7.767e-14
0,1,1,0,1.185e-60
0,1,1,0,1.376e-06
0,1,1,0,1.962e-13
0,1,1,0,6.464e-12
0,1,0,0,1.468e-35
0,1,1,0,6.009e-31
0.197,0.803,0.217,0.496215309121504,0.011
0.561,0.439,0.646,0.685686608643904,0.286
0,1,1,0,1.906e-06
0.504,0.496,0.947,0.693115180218603,0.127
0,1,1,0,1.018e-09
0,1,0,0,1.855e-08
0.547,0.453,0.942,0.688722651213499,0.104
0,1,1,0,0.0001652
0,1,1,0,4.528e-11
0,1,0,0,2.783e-27
0,1,0,0,3.321e-08
0.183,0.817,0.993,0.475912172511535,0.0116
0,1,1,0,4.114e-62
0,1,0,0,7.527e-22
0,1,0,0,5.552e-06
0.034,0.966,0.035,0.148382757295895,0.00157
0.012,0.988,0.999,0.0650018938097877,0.0002421
0.086,0.914,0.092,0.293184269195242,0.00386
0.043,0.957,0.047,0.177363828386837,0.00234
0,1,0,0,3.441e-13
0.607,0.393,0.672,0.670071125344402,0.342
0.326,0.674,0.355,0.631309637901695,0.047
0,1,0,0,8.571e-11
0,1,1,0,1.117e-07
0.376,0.624,0.41,0.662071931205014,0.0488
0.005,0.995,0.005,0.0314790659471667,0.0003605
0,1,1,0,4.592e-06
0,1,0,0,3.813e-05
0.065,0.935,0.993,0.240509101553998,0.00284
0.135,0.865,0.145,0.395782160396873,0.00877
0.678,0.322,0.824,0.628367820093249,0.855
0,1,0,0,2.241e-06
0,1,0,0,6.086e-10
0.102,0.898,0.104,0.329455330691766,0.00376
0,1,0,0,3.791e-18
0,1,0,0,7.204e-06
0.027,0.973,0.028,0.124153971633037,0.0014
0,1,1,0,7.484e-08
0,1,1,0,7.989e-16
0,1,0,0,4.337e-53
0,1,0,0,1.525e-12
0,1,0,0,1.28e-06
0,1,0,0,2.839e-11
0.757,0.243,0.887,0.554513365398235,0.939
0,1,1,0,4.521e-08
0,1,0,0,1.645e-17
0,1,1,0,9.369e-27
0,1,0,0,1.257e-34
0,1,1,0,6.459e-08
0.185,0.815,0.987,0.478891139051344,0.0141
0.608,0.392,0.943,0.669634309548846,0.269
0.125,0.875,0.991,0.376770161256437,0.00628
0,1,1,0,1.913e-23
0,1,1,0,1.891e-12
0.677,0.323,0.913,0.629110126819609,0.454
0,1,1,0,7.595e-18
0,1,0,0,5.403e-08
0,1,1,0,5.173e-08
0.618,0.382,0.949,0.665034739785572,0.197
0.724,0.276,0.811,0.589135671956945,0.495
0.582,0.418,0.629,0.679638239607092,0.166
0,1,0,0,3.095e-15
0,1,1,0,2.43e-08
0,1,1,0,2.086e-13
0,1,0,0,9.007e-06
0,1,1,0,2.09e-12
0.011,0.989,0.015,0.0605477370064927,0.0006529
0,1,1,0,5.125e-18
0,1,0,0,3.736e-09
0.004,0.996,0.005,0.0260778329833977,0.0001255
0,1,0,0,2.343e-21
0,1,1,0,7.565e-06
0,1,1,0,5.714e-07
0.621,0.379,0.659,0.663572455375207,0.154
0.665,0.335,0.702,0.637663168784597,0.2
0,1,1,0,1.295e-74
0.717,0.283,0.892,0.595764429239173,0.636
0.626,0.374,0.962,0.66105027844044,0.219
0.758,0.242,0.917,0.553374342935301,0.689
0,1,0,0,1.612e-51
0,1,0,0,6.884e-09
0.35,0.65,0.371,0.647446639034633,0.0443
0,1,1,0,6.326e-28
0.036,0.964,0.036,0.155016589193151,0.00128
0.63,0.37,0.681,0.658955680683063,0.303
0.427,0.573,0.454,0.682450989655969,0.0716
0,1,0,0,1.517e-08
0.722,0.278,0.824,0.591054459095519,0.677
0.016,0.984,0.998,0.0820339767268832,0.0006297
0,1,1,0,1.021e-44
0,1,1,0,1.933e-13
0.097,0.903,0.997,0.318440848331771,0.00601
0.684,0.316,0.801,0.623817523834848,0.682
0,1,1,0,3.616e-08
0.719,0.281,0.762,0.593895300697922,0.289
0.203,0.797,0.983,0.504533286240853,0.0142
0,1,1,0,2.636e-07
0,1,1,0,1.513e-07
0.083,0.917,0.997,0.286035956475841,0.0042
0,1,1,0,2.091e-26
0.011,0.989,0.011,0.0605477370064927,0.0001373
0.766,0.234,0.944,0.544064595967142,0.533
0.088,0.912,0.093,0.297885968360265,0.00755
0.764,0.236,0.861,0.546425182072871,0.723
0,1,1,0,2.675e-11
0,1,0,0,2.232e-15
0,1,0,0,5.901e-55
0.64,0.36,0.741,0.653418194793702,0.463
0.083,0.917,0.992,0.286035956475841,0.00538
0,1,0,0,8.408e-14
0.27,0.73,0.284,0.583258840128597,0.0251
0,1,0,0,1.587e-29
0.76,0.24,0.851,0.551079928086973,0.668
0,1,0,0,2.321e-07
0,1,1,0,8.977e-24
0.048,0.952,1,0.192583717337179,0.00134
0.016,0.984,0.016,0.0820339767268832,1.589e-07
0,1,0,0,2.259e-15
0,1,1,0,9.454e-12
0.003,0.997,1,0.0204229244641799,0.0005718
0.449,0.551,0.496,0.687936122542609,0.102
0,1,0,0,1.209e-08
0,1,0,0,1.502e-08
0,1,0,0,3.992e-09
0.49,0.51,0.518,0.692947167224478,0.0825
0,1,1,0,3.154e-11
0,1,0,0,2.283e-19
0.595,0.405,0.935,0.674986980504339,0.225
0,1,1,0,2.934e-06
0,1,1,0,7.756e-07
0.005,0.995,0.999,0.0314790659471667,0.0001271
0,1,1,0,3.073e-19
0,1,1,0,1.177e-21
0.059,0.941,0.063,0.224207075441857,0.00312
0.55,0.45,0.969,0.688138813713588,0.102
0,1,1,0,2.448e-16
0,1,0,0,2.14e-08
0.732,0.268,0.917,0.581259431985547,0.557
0.761,0.239,0.852,0.549924504737763,0.782
0.742,0.258,0.86,0.570954567642163,0.891
0,1,1,0,9.486e-20
0,1,0,0,8.406e-10
0.008,0.992,0.009,0.0465944242221046,8.058e-05
0.717,0.283,0.856,0.595764429239173,0.965
0,1,1,0,4.907e-23
0,1,1,0,3.651e-42
0.575,0.425,0.94,0.681854608730783,0.192
0,1,0,0,1.794e-05
0,1,0,0,1.938e-47
0.681,0.319,0.813,0.626113386705954,0.746
0,1,1,0,4.155e-13
0,1,0,0,6.839e-10
0.022,0.978,0.025,0.105723887714203,0.000306
0,1,1,0,3.718e-13
0.59,0.41,0.93,0.676858546734951,0.227
0,1,1,0,2.426e-70
0.052,0.948,0.996,0.204362537478142,0.00136
0,1,0,0,2.586e-07
0,1,0,0,1.331e-06
0.762,0.238,0.901,0.548763583215102,0.745
0.688,0.312,0.78,0.620691563887438,0.577
0.704,0.296,0.956,0.607436917766953,0.276
0,1,1,0,1.001e-36
0,1,1,0,8.383e-12
0.014,0.986,0.999,0.0736633107293249,0.000422
0,1,1,0,2.763e-25
0,1,1,0,6.902e-09
0,1,1,0,4.245e-08
0.009,0.991,0.999,0.051354154265093,0.0001617
0,1,1,0,1.27e-27
0.016,0.984,1,0.0820339767268832,1.069e-05
0.024,0.976,1,0.113222502714608,0.00109
0.001,0.999,1,0.00790725511223209,0.0001065
0.464,0.536,0.491,0.690552936415205,0.0666
0.002,0.998,1,0.0144272148621761,9.632e-06
0,1,0.999,0,5.659e-05
0,1,1,0,1.965e-08
0.378,0.622,0.418,0.663076535354163,0.0526
0,1,0,0,1.249e-11
0,1,1,0,3.166e-12
0.33,0.67,0.352,0.634178635712206,0.0436
0.218,0.782,0.227,0.524364948187682,0.0149
0,1,0,0,1.289e-06
0,1,0,0,4.899e-13
0,1,0,0,2.745e-07
0,1,0,0,3.708e-06
0,1,1,0,2.987e-12
0.003,0.997,0.003,0.0204229244641799,0.0001705
0.712,0.288,0.846,0.600351187777658,0.959
0,1,0,0,2.536e-16
0,1,1,0,1.643e-10
0,1,1,0,2.402e-54
0,1,1,0,5.131e-21
0.689,0.311,0.874,0.619898447565985,0.746
0.05,0.95,0.054,0.198515243345873,0.00317
0,1,1,0,2.71e-17
0.43,0.57,0.958,0.683314913574166,0.0794
0,1,0,0,1.543e-06
0.28,0.72,0.97,0.592953317447474,0.0263
0.006,0.994,1,0.0366779387501341,6.661e-05
0,1,0,0,1.343e-13
0,1,1,0,5.599e-15
0.015,0.985,1,0.0778825094110964,0.00185
0,1,1,0,6.594e-34
0,1,0,0,7.549e-09
0.006,0.994,0.006,0.0366779387501341,5.525e-05
0.713,0.287,0.91,0.599443630303733,0.585
0,1,0,0,8.108e-16
0,1,0,0,1.927e-19
0,1,1,0,2.208e-06
0.661,0.339,0.912,0.6403699544382,0.397
0,1,0,0,5.445e-17
0.614,0.386,0.912,0.666925168486367,0.339
0.695,0.305,0.921,0.615041454449346,0.464
0.098,0.902,0.102,0.320666168975934,0.0045
0,1,1,0,5.868e-51
0,1,0,0,3.001e-19
0,1,1,0,6.039e-40
0.227,0.773,0.98,0.535625920455781,0.0139
0.078,0.922,0.083,0.273857294381169,0.0046
0,1,0,0,1.199e-14
0.084,0.916,0.998,0.288431677837795,0.00364
0,1,0,0,2.777e-11
0.007,0.993,1,0.0417083585418935,0.0006854
0.111,0.889,0.982,0.348600984264607,0.00607
0.005,0.995,0.005,0.0314790659471667,6.693e-05
0,1,0,0,1.159e-26
0,1,1,0,2.187e-08
0.328,0.672,0.957,0.632753210600581,0.0497
0.445,0.555,0.975,0.687084920288889,0.0677
0,1,0,0,1.589e-27
0.126,0.874,0.134,0.378711510383313,0.0106
0,1,0,0,4.102e-21
0,1,1,0,3.167e-08
0.59,0.41,0.663,0.676858546734951,0.215
0,1,0,0,4.014e-07
0.68,0.32,0.771,0.626869457572426,0.621
0.581,0.419,0.666,0.679967173803801,0.241
0,1,0,0,4.255e-07
0,1,1,0,1.573e-07
0,1,0,0,6.049e-27
0.014,0.986,0.997,0.0736633107293249,0.0003699
0,1,0,0,5.875e-28
0.29,0.71,0.322,0.60215168259268,0.0247
0.112,0.888,0.121,0.350676497620039,0.00527
0.578,0.422,0.944,0.680929340366306,0.193
0,1,1,0,2.852e-30
0,1,1,0,1.345e-17
0,1,0,0,7.223e-39
0,1,1,0,7.107e-14
0.556,0.444,0.604,0.686862001658906,0.128
0.006,0.994,1,0.0366779387501341,1.943e-05
0.774,0.226,0.891,0.534397738988152,0.934
0.259,0.741,0.984,0.572008347657556,0.0222
0.005,0.995,0.005,0.0314790659471667,8.988e-05
0.305,0.695,0.332,0.615041454449346,0.0376
0.012,0.988,0.999,0.0650018938097877,0.0011
0,1,1,0,3.436e-17
0,1,0,0,2.276e-07
0.739,0.261,0.861,0.574100289090193,0.837
0,1,0,0,2.346e-10
0,1,0,0,1.231e-07
0.145,0.855,0.988,0.413937130390224,0.0142
0,1,1,0,1.192e-15
0,1,0,0,2.755e-33
0.485,0.515,0.955,0.692697113035634,0.121
0,1,0,0,2.036e-18
0,1,1,0,7.183e-13
0,1,0,0,2.677e-20
0.57,0.43,0.942,0.683314913574166,0.188
0,1,1,0,2.258e-13
0,1,1,0,4.322e-22
0,1,1,0,2.204e-05
0,1,0,0,1.096e-44
0.211,0.789,0.225,0.515278585671292,0.0216
0.68,0.32,0.948,0.626869457572426,0.265
0,1,1,0,9.484e-20
0,1,0,0,3.732e-19
0,1,1,0,2.125e-18
0,1,1,0,7.915e-05
0,1,0,0,2.832e-08
0.6,0.4,0.952,0.673011667009257,0.201
0.031,0.969,0.995,0.138201266720945,0.0007378
0,1,1,0,5.194e-20
0,1,1,0,4.994e-08
0,1,0,0,1.686e-07
0.164,0.836,0.179,0.446243664280158,0.00811
0.003,0.997,1,0.0204229244641799,0.0001868
0,1,1,0,7.561e-41
0,1,1,0,1.471e-21
0.017,0.983,0.999,0.0861218870285167,0.0003643
0,1,1,0,1.195e-07
0.544,0.456,0.933,0.689270167553944,0.189
0.019,0.981,0.021,0.0941213555443535,0.0009569
0.655,0.345,0.802,0.644296375765228,0.683
0,1,1,0,1.379e-41
0,1,1,0,1.495e-21
0.464,0.536,0.952,0.690552936415205,0.101
0,1,0,0,2.846e-10
0.658,0.342,0.894,0.642353162094667,0.6
0,1,1,0,1.835e-09
0,1,1,0,3.647e-07
0.778,0.222,0.914,0.529427664395702,0.662
0.493,0.507,0.541,0.693049177358361,0.119
0,1,1,0,6.741e-17
0.52,0.48,0.97,0.692346967089961,0.103
0,1,1,0,5.34e-07
0.507,0.493,0.906,0.693049177358361,0.181
0,1,1,0,1.603e-21
0.034,0.966,0.999,0.148382757295895,0.00141
0,1,1,0,4.685e-22
0,1,0,0,7.422e-14
0.004,0.996,1,0.0260778329833977,7.371e-05
0,1,0,0,7.668e-14
0.597,0.403,0.962,0.67420932782224,0.135
0.267,0.733,0.981,0.580252087706355,0.0261
0,1,0,0,1.584e-10
0.058,0.942,0.059,0.221428615719511,0.00223
0,1,0,0,1.829e-08
0,1,1,0,8.885e-11
0,1,0,0,4.193e-27
0.684,0.316,0.769,0.623817523834848,0.48
0,1,1,0,5.813e-08
0,1,0,0,9.874e-08
0.709,0.291,0.84,0.603044639923954,0.883
0,1,1,0,2.588e-15
0,1,1,0,4.955e-08
0,1,1,0,6.023e-11
0.689,0.311,0.933,0.619898447565985,0.389
0,1,1,0,5.509e-31
0,1,0,0,3.8e-21
0,1,0,0,7.031e-58
0,1,0,0,3.115e-10
0.013,0.987,1,0.0693716084142908,0.0005738
0.41,0.59,0.443,0.676858546734951,0.077
0.395,0.605,0.442,0.670932184737535,0.0857
0.013,0.987,0.013,0.0693716084142908,2.818e-05
0.714,0.286,0.794,0.598531185977196,0.401
0,1,0,0,6.212e-21
0.342,0.658,0.98,0.642353162094667,0.0413
0,1,0,0,1.898e-11
0,1,0,0,1.573e-34
0.07,0.93,0.073,0.253638946921691,0.00273
0.018,0.982,0.019,0.0901499225359206,0.0006273
0.018,0.982,0.018,0.0901499225359206,2.558e-05
0.753,0.247,0.904,0.559015243301707,0.708
0.146,0.854,0.151,0.415707472717281,0.00937
0.172,0.828,0.181,0.459043337139228,0.0115
0,1,0,0,3.364e-11
0.602,0.398,0.663,0.672192398803021,0.228
0,1,0,0,2.809e-07
0.115,0.885,0.988,0.356843018388346,0.00988
0.683,0.317,0.922,0.624587427576189,0.361
0.187,0.813,0.99,0.481843575567959,0.0134
0.012,0.988,0.012,0.0650018938097877,0.0002682
0,1,1,0,5.355e-23
0,1,1,0,2.811e-05
0,1,1,0,1.968e-13
0.25,0.75,0.984,0.562335144618808,0.0214
0.135,0.865,0.994,0.395782160396873,0.013
0.041,0.959,0.997,0.171109283434043,0.00232
0.407,0.593,0.454,0.67574803390135,0.0904
0.009,0.991,0.009,0.051354154265093,0.0003928
0.665,0.335,0.733,0.637663168784597,0.336
0.017,0.983,0.999,0.0861218870285167,0.0002859
0,1,1,0,1.398e-60
0.001,0.999,1,0.00790725511223209,4.869e-05
0,1,0,0,3.66e-22
0,1,1,0,3.739e-08
0,1,0,0,8.166e-05
0.639,0.361,0.936,0.653991389676722,0.243
0,1,1,0,4.657e-10
0,1,0,0,2.075e-06
0.572,0.428,0.956,0.682743048203884,0.155
0.024,0.976,0.999,0.113222502714608,0.0005964
0.415,0.585,0.445,0.678626762455761,0.0591
0,1,1,0,5.27e-31
0.346,0.654,0.362,0.644935254959156,0.0382
0,1,1,0,7.844e-19
0.008,0.992,0.008,0.0465944242221046,0.0006201
0.469,0.531,0.963,0.691223947301363,0.0753
0,1,0,0,3.461e-10
0.193,0.807,0.99,0.490543872229646,0.0129
0,1,1,0,4.017e-16
0,1,0,0,7.866e-06
0,1,1,0,6.101e-15
0.083,0.917,0.088,0.286035956475841,0.0052
0,1,0,0,1.474e-18
0,1,0,0,3.597e-21
0.682,0.318,0.779,0.6253527126088,0.595
0.662,0.338,0.741,0.639699968278577,0.417
0.421,0.579,0.457,0.68061272148709,0.08
0.299,0.701,0.976,0.610014621727074,0.0345
0,1,0,0,1.643e-63
0.743,0.257,0.918,0.56989556393877,0.605
0,1,0,0,4.124e-07
0,1,1,0,1.999e-14
0.039,0.961,0.04,0.16475296776263,0.00145
0,1,0,0,1.661e-11
0.66,0.34,0.759,0.641035477881156,0.506
0,1,1,0,4.145e-11
0,1,0,0,3.679e-11
0.079,0.921,0.086,0.276320205246105,0.00528
0,1,1,0,1.4e-25
0,1,1,0,2.015e-12
0,1,1,0,4.508e-33
0.584,0.416,0.634,0.678968036741767,0.177
0,1,1,0,6.071e-15
0,1,0,0,8.317e-20
0.716,0.284,0.877,0.596691595800532,0.832
0,1,0,0,3.095e-07
0.003,0.997,0.003,0.0204229244641799,0.0003272
0.382,0.618,0.979,0.665034739785572,0.0466
0,1,1,0,5.209e-10
0,1,0,0,3.094e-67
0,1,1,0,1.897e-14
0,1,0,0,2.813e-22
0,1,0,0,3.754e-09
0.56,0.44,0.606,0.685929800252373,0.172
0.685,0.315,0.778,0.623042993542438,0.541
0.612,0.388,0.936,0.667845050310763,0.271
0.218,0.782,0.235,0.524364948187682,0.0149
0,1,0,0,9.138e-23
0.537,0.463,0.966,0.69040667618895,0.117
0,1,0,0,1.358e-18
0,1,1,0,1.329e-18
0,1,1,0,6.167e-11
0,1,1,0,3.727e-10
0,1,0,0,1.846e-08
0,1,0,0,9.429e-18
0.002,0.998,1,0.0144272148621761,1.928e-05
0,1,0,0,1.659e-07
0.038,0.962,0.039,0.161535103372125,0.00108
0,1,1,0,6.147e-08
0,1,1,0,7.884e-24
0.004,0.996,1,0.0260778329833977,0.000203
0.297,0.703,0.325,0.608300938814838,0.0245
0,1,0,0,0.0001261
0.679,0.321,0.797,0.627620932845047,0.548
0,1,0,0,1.091e-08
0.316,0.684,0.989,0.623817523834848,0.0293
0.232,0.768,0.25,0.541681693698141,0.0211
0,1,0,0,5.397e-06
0,1,1,0,2.3e-26
0,1,1,0,6.921e-31
0.006,0.994,0.006,0.0366779387501341,0.0003433
0.698,0.302,0.849,0.612549386006791,0.991
0.008,0.992,0.008,0.0465944242221046,0.00113
0.107,0.893,0.983,0.340196776971999,0.00411
0,1,1,0,2.818e-42
0,1,0,0,4.119e-45
0.744,0.256,0.912,0.568831323279549,0.607
0,1,1,0,3.212e-37
0.639,0.361,0.697,0.653991389676722,0.239
0,1,0,0,2.614e-10
0.233,0.767,0.25,0.542875942652643,0.0251
0,1,0,0,5.186e-15
0,1,1,0,3.728e-46
0,1,0,0,1.035e-05
0,1,0,0,6.966e-31
0.013,0.987,0.013,0.0693716084142908,3.869e-08
0,1,1,0,3.811e-18
0,1,0,0,4.459e-18
0.545,0.455,0.622,0.689091695267987,0.248
0.036,0.964,0.999,0.155016589193151,0.00149
0,1,1,0,1.869e-17
0.636,0.364,0.904,0.655684984878046,0.432
0,1,1,0,3.085e-08
0,1,0,0,1.789e-07
0.107,0.893,0.11,0.340196776971999,0.0047
0,1,0,0,1.714e-06
0.296,0.704,0.327,0.607436917766953,0.0306
0,1,0,0,3.652e-13
0,1,1,0,6.537e-25
0.19,0.81,0.982,0.486222964661792,0.0159
0,1,1,0,3.558e-14
0,1,0,0,2.586e-14
0,1,0,0,1.402e-12
0,1,1,0,2.74e-22
0.525,0.475,0.963,0.69189665920508,0.131
0,1,0,0,1.283e-05
0.693,0.307,0.771,0.616679231034265,0.49
0,1,0,0,2.438e-14
0,1,1,0,3.186e-09
0.651,0.349,0.721,0.646825401055711,0.241
0.006,0.994,0.006,0.0366779387501341,3.035e-05
0,1,0,0,1.768e-05
0.389,0.611,0.97,0.668298672260717,0.0421
0,1,0,0,5.907e-17
0.692,0.308,0.8,0.617491064538849,0.622
0,1,0,0,5.498e-08
0.727,0.273,0.859,0.586219929729774,0.853
0,1,1,0,2.388e-10
0,1,1,0,2.025e-14
0.75,0.25,0.911,0.562335144618808,0.768
0,1,0,0,1.42e-06
0,1,0,0,1.487e-17
0,1,0,0,4.083e-44
0,1,1,0,1.963e-13
0.682,0.318,0.723,0.6253527126088,0.282
0,1,1,0,1.097e-38
0,1,0,0,1.659e-25
0,1,0,0,7.681e-12
0,1,1,0,3.418e-24
0.2,0.8,0.223,0.500402423538188,0.0156
0.012,0.988,0.997,0.0650018938097877,0.0001012
0.668,0.332,0.758,0.635585969379383,0.382
0,1,0,0,5.879e-29
0,1,1,0,3.739e-15
0,1,1,0,4.502e-26
0,1,0,0,7.396e-31
0,1,0,0,4.966e-07
0.688,0.312,0.81,0.620691563887438,0.772
0.678,0.322,0.943,0.628367820093249,0.254
0.627,0.373,0.676,0.660533047478153,0.186
0,1,1,0,6.672e-07
0,1,0,0,5.5e-05
0,1,0,0,4.063e-29
0.738,0.262,0.791,0.575138476441581,0.396
0,1,1,0,0.0001246
0.107,0.893,0.995,0.340196776971999,0.0048
0.743,0.257,0.864,0.56989556393877,1
0,1,0,0,1.256e-05
0,1,1,0,3.947e-38
0,1,1,0,1.143e-17
0,1,0,0,2.376e-08
0.766,0.234,0.833,0.544064595967142,0.52
0.073,0.927,0.077,0.261330784498757,0.00225
0.635,0.365,0.903,0.656240870627669,0.48
0.042,0.958,0.998,0.174248983718151,0.00171
0,1,1,0,1.764e-25
0.677,0.323,0.765,0.629110126819609,0.447
0,1,1,0,1.539e-61
0,1,1,0,6.243e-34
0.041,0.959,1,0.171109283434043,0.000537
0.576,0.424,0.614,0.681550281402954,0.146
0.691,0.309,0.948,0.618298206197274,0.311
0,1,1,0,3.099e-33
0.762,0.238,0.81,0.548763583215102,0.471
0,1,0,0,7.351e-12
0.016,0.984,0.998,0.0820339767268832,0.0004363
0.37,0.63,0.4,0.658955680683063,0.043
0.148,0.852,0.997,0.419224141606471,0.00622
0,1,1,0,1.099e-15
0,1,1,0,2.161e-37
0.021,0.979,0.021,0.101905829752576,0.0007059
0,1,0,0,9.305e-18
0,1,0,0,3.279e-15
0,1,0,0,6.183e-06
0,1,0,0,2.093e-51
0.02,0.98,1,0.098039113279732,0.0009721
0.064,0.936,0.999,0.237834675664092,0.00286
0.094,0.906,0.106,0.311695958173817,0.00269
0,1,0,0,7.8e-11
0,1,0,0,1.076e-23
0.287,0.713,0.983,0.599443630303733,0.0365
0,1,1,0,4.147e-20
0,1,1,0,3.124e-28
0,1,0,0,9.544e-16
0,1,0,0,7.464e-17
0.124,0.876,0.991,0.374819669186834,0.00532
0.373,0.627,0.386,0.660533047478153,0.0438
0,1,0,0,1.154e-26
0,1,0,0,5.392e-10
0,1,0,0,9.036e-08
0.123,0.877,0.126,0.372859970960925,0.00571
0,1,1,0,1.303e-17
0.636,0.364,0.885,0.655684984878046,0.448
0,1,0,0,4.983e-19
0.008,0.992,0.999,0.0465944242221046,0.0006536
0.005,0.995,0.998,0.0314790659471667,0.0001076
0,1,0,0,9.041e-82
0.02,0.98,0.999,0.098039113279732,0.0008632
0,1,0,0,5.202e-21
0,1,0,0,2.261e-17
0,1,1,0,2.885e-16
0,1,0,0,9.323e-40
0,1,0,0,6.799e-90
0.766,0.234,0.87,0.544064595967142,0.885
0,1,1,0,6.257e-09
0.003,0.997,1,0.0204229244641799,0.0001735
0.691,0.309,0.746,0.618298206197274,0.351
0,1,1,0,5.988e-22
0,1,0,0,3.182e-10
0,1,0,0,1.734e-22
0,1,0,0,2.854e-06
0.013,0.987,0.017,0.0693716084142908,0.00408
0.697,0.303,0.929,0.613384807612713,0.351
